date,close
2020-12-10,5933
2020-12-08,5944
2020-12-07,5930
2020-12-04,5810
2020-12-03,5822
2020-12-02,5813
2020-12-01,5724
2020-11-30,5612
2020-11-27,5783
2020-11-26,5759
2020-11-25,5679
2020-11-24,5701
2020-11-23,5652
2020-11-20,5571
2020-11-19,5594
2020-11-18,5557
2020-11-17,5529
2020-11-16,5494
2020-11-13,5461
2020-11-12,5458
2020-11-11,5509
2020-11-10,5462
2020-11-09,5356
2020-11-06,5335
2020-11-05,5260
2020-11-04,5105
2020-11-03,5159
2020-11-02,5115
2020-10-27,5128
2020-10-26,5144
2020-10-23,5112
2020-10-22,5091
2020-10-21,5096
2020-10-20,5099
2020-10-19,5126
2020-10-16,5103
2020-10-15,5105
2020-10-14,5176
2020-10-13,5132
2020-10-12,5093
2020-10-09,5053
2020-10-08,5039
2020-10-07,5004
2020-10-06,4999
2020-10-05,4958
2020-10-02,4926
2020-10-01,4970
2020-09-30,4870
2020-09-29,4879
2020-09-28,4906
2020-09-25,4945
2020-09-24,4842
2020-09-23,4917
2020-09-22,4934
2020-09-21,4999
2020-09-18,5059
2020-09-17,5038
2020-09-16,5058
2020-09-15,5100
2020-09-14,5161
2020-09-11,5016
2020-09-10,4891
2020-09-09,5149
2020-09-08,5244
2020-09-07,5230
2020-09-04,5239
2020-09-03,5280
2020-09-02,5311
2020-09-01,5310
2020-08-31,5238
2020-08-28,5346
2020-08-27,5371
2020-08-26,5340
2020-08-25,5338
2020-08-24,5277
2020-08-19,5272
2020-08-18,5295
2020-08-14,5247
2020-08-13,5239
2020-08-12,5233
2020-08-11,5190
2020-08-10,5157
2020-08-07,5143
2020-08-06,5178
2020-08-05,5127
2020-08-04,5075
2020-08-03,5006
2020-07-30,5149
2020-07-29,5111
2020-07-28,5112
2020-07-27,5116
2020-07-24,5082
2020-07-23,5145
2020-07-22,5110
2020-07-21,5114
2020-07-20,5051
2020-07-17,5079
2020-07-16,5098
2020-07-15,5075
2020-07-14,5079
2020-07-13,5064
2020-07-10,5031
2020-07-09,5052
2020-07-08,5076
2020-07-07,4987
2020-07-06,4988
2020-07-03,4973
2020-07-02,4966
2020-07-01,4914
2020-06-30,4905
2020-06-29,4901
2020-06-26,4904
2020-06-25,4896
2020-06-24,4964
2020-06-23,4879
2020-06-22,4918
2020-06-19,4942
2020-06-18,4925
2020-06-17,4987
2020-06-16,4986
2020-06-15,4816
2020-06-12,4880
2020-06-11,4854
2020-06-10,4920
2020-06-09,5035
2020-06-08,5070
2020-06-05,4947
2020-06-04,4916
2020-06-03,4941
2020-06-02,4847
2020-05-29,4753
2020-05-28,4716
2020-05-27,4641
2020-05-26,4626
2020-05-20,4545
2020-05-19,4548
2020-05-18,4511
2020-05-15,4507
2020-05-14,4513
2020-05-13,4554
2020-05-12,4588
2020-05-11,4639
2020-05-08,4597
2020-05-06,4608
2020-05-05,4630
2020-05-04,4605
2020-04-30,4716
2020-04-29,4567
2020-04-28,4529
2020-04-27,4513
2020-04-24,4496
2020-04-23,4593
2020-04-22,4567
2020-04-21,4501
2020-04-20,4575
2020-04-17,4634
2020-04-16,4480
2020-04-15,4625
2020-04-14,4706
2020-04-13,4623
2020-04-09,4649
2020-04-08,4626
2020-04-07,4778
2020-04-06,4811
2020-04-03,4623
2020-04-02,4531
2020-04-01,4466
2020-03-31,4538
2020-03-30,4414
2020-03-27,4545
2020-03-26,4338
2020-03-24,3937
2020-03-23,3989
2020-03-20,4194
2020-03-19,4105
2020-03-18,4330
2020-03-17,4456
2020-03-16,4690
2020-03-13,4907
2020-03-12,4895
2020-03-11,5154
2020-03-10,5220
2020-03-09,5136
2020-03-06,5498
2020-03-05,5638
2020-03-04,5650
2020-03-03,5518
2020-03-02,5361
2020-02-28,5452
2020-02-27,5535
2020-02-26,5688
2020-02-25,5787
2020-02-24,5807
2020-02-21,5882
2020-02-20,5942
2020-02-19,5928
2020-02-18,5886
2020-02-17,5867
2020-02-14,5866
2020-02-13,5871
2020-02-12,5913
2020-02-11,5954
2020-02-10,5952
2020-02-07,5999
2020-02-06,5987
2020-02-05,5978
2020-02-04,5922
2020-02-03,5884
2020-01-31,5940
2020-01-30,6057
2020-01-29,6113
2020-01-28,6111
2020-01-27,6133
2020-01-24,6244
2020-01-23,6249
2020-01-22,6233
2020-01-21,6238
2020-01-20,6245
2020-01-17,6291
2020-01-16,6286
2020-01-15,6283
2020-01-14,6325
2020-01-13,6296
2020-01-10,6274
2020-01-09,6274
2020-01-08,6225
2020-01-07,6279
2020-01-06,6257
2020-01-03,6323
2020-01-02,6283
2019-12-30,6299
2019-12-27,6329
2019-12-26,6319
2019-12-23,6305
2019-12-20,6284
2019-12-19,6249
2019-12-18,6287
2019-12-17,6244
2019-12-16,6211
2019-12-13,6197
2019-12-12,6139
2019-12-11,6180
2019-12-10,6183
2019-12-09,6193
2019-12-06,6186
2019-12-05,6152
2019-12-04,6112
2019-12-03,6133
2019-12-02,6130
2019-11-29,6011
2019-11-28,5953
2019-11-27,6023
2019-11-26,6026
2019-11-25,6070
2019-11-22,6100
2019-11-21,6117
2019-11-20,6155
2019-11-19,6152
2019-11-18,6122
2019-11-15,6128
2019-11-14,6098
2019-11-13,6142
2019-11-12,6180
2019-11-11,6148
2019-11-08,6177
2019-11-07,6165
2019-11-06,6217
2019-11-05,6264
2019-11-04,6180
2019-11-01,6207
2019-10-31,6228
2019-10-30,6295
2019-10-29,6281
2019-10-28,6265
2019-10-25,6252
2019-10-24,6339
2019-10-23,6257
2019-10-22,6225
2019-10-21,6198
2019-10-18,6191
2019-10-17,6181
2019-10-16,6169
2019-10-15,6158
2019-10-14,6126
2019-10-11,6105
2019-10-10,6023
2019-10-09,6029
2019-10-08,6039
2019-10-07,6000
2019-10-04,6061
2019-10-03,6038
2019-10-02,6055
2019-10-01,6138
2019-09-30,6169
2019-09-27,6196
2019-09-26,6230
2019-09-25,6146
2019-09-24,6137
2019-09-23,6206
2019-09-20,6231
2019-09-19,6244
2019-09-18,6276
2019-09-17,6236
2019-09-16,6219
2019-09-13,6334
2019-09-12,6342
2019-09-11,6381
2019-09-10,6336
2019-09-09,6326
2019-09-06,6308
2019-09-05,6306
2019-09-04,6269
2019-09-03,6261
2019-09-02,6290
2019-08-30,6328
2019-08-29,6289
2019-08-28,6281
2019-08-27,6278
2019-08-26,6214
2019-08-23,6255
2019-08-22,6239
2019-08-21,6252
2019-08-20,6295
2019-08-19,6296
2019-08-16,6286
2019-08-15,6257
2019-08-14,6267
2019-08-13,6210
2019-08-12,6250
2019-08-09,6282
2019-08-08,6274
2019-08-07,6204
2019-08-06,6119
2019-08-05,6175
2019-08-02,6340
2019-08-01,6381
2019-07-31,6390
2019-07-30,6377
2019-07-29,6299
