date;close
2020-09-09;12000
2020-09-10;11175
2020-09-11;12300
2020-09-14;12500
2020-09-15;12500
2020-09-16;12500
2020-09-17;12500
2020-09-18;12450
2020-09-21;12650
2020-09-22;12650
2020-09-23;12650
2020-09-24;12650
2020-09-25;12650
2020-09-28;12650
2020-09-29;12650
2020-09-30;12650
2020-10-01;12650
2020-10-02;12625
2020-10-05;12625
2020-10-06;12625
2020-10-07;12625
2020-10-08;12625
2020-10-09;12625
2020-10-12;12625
2020-10-13;12625
2020-10-14;12625
2020-10-15;12625
2020-10-16;12625
2020-10-19;12625
2020-10-20;12500
2020-10-21;12500
2020-10-22;12500
2020-10-23;12500
2020-10-26;12500
2020-10-27;12450
2020-11-02;12200
2020-11-03;12200
2020-11-04;12950
2020-11-05;13500
2020-11-06;13500
2020-11-09;13600
2020-11-10;13750
2020-11-11;13800
2020-11-12;13750
2020-11-13;14500
2020-11-16;14500
2020-11-17;14300
2020-11-18;14700
2020-11-19;14700
2020-11-20;14700
2020-11-23;14700
2020-11-24;14500
2020-11-25;14500
2020-11-26;14400
2020-11-27;15500
2020-11-30;15500
2020-12-01;15500
2020-12-02;15500
2020-12-03;15850
2020-12-04;15750
2020-12-07;15750
2020-12-08;15800
2020-12-10;15800
2020-12-11;15850
2020-12-14;15850
2020-12-15;14800
2020-12-16;14700
2020-12-17;14900
2020-12-18;14525
2020-12-21;14525
2020-12-22;15500
2020-12-23;15500
2020-12-28;14450
2020-12-29;14425
2020-12-30;15475
2021-01-04;15475
2021-01-05;15475
2021-01-06;15475
2021-01-07;15475
2021-01-08;16000
2021-01-11;16000
2021-01-12;16000
2021-01-13;15900
2021-01-14;15875
2021-01-15;16000
2021-01-18;15800
2021-01-19;15500
2021-01-20;15600
2021-01-21;15600
2021-01-22;15600
2021-01-25;15600
2021-01-26;15200
2021-01-27;15600
2021-01-28;14700
2021-01-29;14500
2021-02-01;14500
2021-02-02;14500
2021-02-03;14500
2021-02-04;14500
2021-02-05;14700
2021-02-08;14150
2021-02-09;13975
2021-02-10;14000
2021-02-11;14000
2021-02-15;13900
2021-02-16;13900
2021-02-17;14000
2021-02-18;14000
2021-02-19;14000
2021-02-22;14000
2021-02-23;13025
2021-02-24;13275
2021-02-25;13250
2021-02-26;13500
2021-03-01;13500
2021-03-02;13500
2021-03-03;13975
2021-03-04;13975
2021-03-05;13000
2021-03-08;12250
2021-03-09;13000
2021-03-10;13000
2021-03-12;13600
2021-03-15;13000
2021-03-16;13000
2021-03-17;12975
2021-03-18;12800
2021-03-19;12500
2021-03-22;12500
2021-03-23;12500
2021-03-24;12475
2021-03-25;12475
2021-03-26;12475
2021-03-29;12475
2021-03-30;12475
2021-03-31;12475
2021-04-01;12500
2021-04-05;12475
2021-04-06;12475
2021-04-07;12500
2021-04-08;12500
2021-04-09;12400
2021-04-12;12275
2021-04-13;12275
2021-04-14;12025
2021-04-15;12500
2021-04-16;12300
2021-04-19;12300
2021-04-20;12150
2021-04-21;12550
2021-04-22;12600
2021-04-23;12700
2021-04-26;13400
2021-04-27;15000
2021-04-28;14500
2021-04-29;14100
2021-04-30;14550
2021-05-03;14700
2021-05-04;14300
2021-05-05;14300
2021-05-06;14150
2021-05-07;14300
2021-05-10;14325
2021-05-11;14200
2021-05-17;14225
2021-05-18;14200
2021-05-19;14200
2021-05-20;14050
2021-05-21;14400
2021-05-22;14400
2021-05-24;15400
2021-05-25;15150
2021-05-27;15175
2021-05-28;15200
2021-05-31;14150
2021-06-02;14150
2021-06-03;13825
2021-06-04;13850
2021-06-07;13675
2021-06-08;13600
2021-06-09;13600
2021-06-10;13625
2021-06-11;13850
2021-06-14;14175
2021-06-15;13925
2021-06-16;14000
2021-06-17;14100
2021-06-18;14000
2021-06-21;13750
2021-06-22;13800
2021-06-23;14100
2021-06-24;13800
2021-06-25;13825
2021-06-28;13800
2021-06-29;13650
2021-06-30;13600
2021-07-01;13600
2021-07-02;13525
2021-07-05;13600
2021-07-06;13950
2021-07-07;13800
2021-07-08;13775
2021-07-09;13775
